-0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000
-0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000
-0.0002694 0.0004090 0.0020965 -0.0007172 0.0023343 -0.0022444 -0.0000057 0.0000788 0.0001352 -0.0004506 -0.0000035 0.0000321 -0.0000126 0.0000109 -0.0004303 0.0004287 -0.0000087 0.0000212 -0.0000074 0.0000337
-0.0001740 0.0001780 0.0052717 -0.0058681 0.0115969 -0.0161552 -0.0000144 0.0000019 -0.0003697 0.0011636 -0.0000110 -0.0001519 -0.0000168 -0.0002083 -0.0000926 -0.0003699 -0.0000134 -0.0001621 -0.0000063 -0.0001239
-0.0003271 0.0001665 0.0042602 -0.0037370 0.0032866 0.0036102 -0.0000164 -0.0001774 -0.0009459 0.0031053 -0.0000018 -0.0002218 -0.0000100 -0.0002289 0.0006509 -0.0005471 0.0000022 -0.0001945 0.0000011 -0.0000907
-0.0003354 0.0001898 0.0020249 -0.0011239 0.0024894 0.0033441 -0.0000225 -0.0001925 -0.0003127 0.0009924 0.0000080 -0.0001005 -0.0000174 -0.0000969 0.0000626 -0.0001906 0.0000154 -0.0000958 -0.0000008 0.0000543
-0.0008046 0.0008182 0.0024584 -0.0016735 -0.0005680 -0.0033234 -0.0000434 -0.0001203 0.0004849 -0.0016008 -0.0000006 0.0000807 -0.0000374 0.0000863 -0.0006708 0.0005788 0.0000087 0.0000428 -0.0000202 0.0002306
-0.0008889 0.0010361 0.0024410 -0.0019697 0.0057112 -0.0132058 -0.0000812 -0.0000059 0.0005194 -0.0016325 -0.0000237 0.0001729 -0.0000713 0.0000590 -0.0003930 0.0000178 -0.0000159 0.0000168 -0.0000491 0.0001906
-0.0004120 0.0003881 0.0019695 -0.0015892 0.0072378 -0.0093006 -0.0001220 -0.0001158 -0.0001241 0.0004136 -0.0000525 -0.0000974 -0.0001255 -0.0003382 -0.0008889 0.0000762 -0.0000413 -0.0002628 -0.0000726 -0.0001248
-0.0004984 0.0004160 -0.0067106 0.0077074 0.0001741 0.0127754 -0.0001542 -0.0004808 -0.0008675 0.0027472 -0.0000645 -0.0004303 -0.0001493 -0.0006213 -0.0010045 -0.0000365 -0.0000167 -0.0004084 -0.0000734 -0.0002964
-0.0002020 0.0000374 -0.0095031 0.0073319 0.0008214 0.0065237 -0.0001644 -0.0006096 -0.0009536 0.0030060 -0.0000613 -0.0004128 -0.0001471 -0.0005351 -0.0015931 0.0005837 0.0000435 -0.0001335 -0.0000612 -0.0001250
0.0002261 -0.0003548 -0.0021066 -0.0000839 0.0061531 -0.0123969 -0.0001341 -0.0003608 -0.0001986 0.0005111 -0.0000595 -0.0001940 -0.0001438 -0.0002600 -0.0018081 0.0014687 0.0000643 0.0002626 -0.0000622 0.0001707
