-0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000
-0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000
0.0003468 0.0004320 -0.0005242 -0.0013370 0.0005506 -0.0000716 -0.0004085 -0.0015430 -0.0001559 -0.0002794 -0.0004910 -0.0009678 -0.0007451 -0.0014212 0.0003299 0.0005261 0.0028299 -0.0030575 -0.0030209 0.0006046
-0.0016183 0.0044306 -0.0005399 -0.0018301 0.0005402 -0.0000591 -0.0005519 -0.0018792 -0.0002058 -0.0004082 -0.0005097 -0.0011839 -0.0007660 -0.0014679 0.0002126 0.0006358 0.0042094 -0.0045112 -0.0086866 0.0129506
-0.0036167 -0.0076505 -0.0004804 -0.0015329 0.0002428 -0.0002420 -0.0004141 -0.0018520 -0.0001870 -0.0004983 -0.0004992 -0.0013075 -0.0008183 -0.0013277 0.0000305 0.0009567 0.0002376 0.0054439 -0.0072304 0.0128628
-0.0155438 0.0106808 -0.0004309 -0.0011379 0.0000499 -0.0002658 -0.0001506 -0.0018476 -0.0001586 -0.0005176 -0.0005341 -0.0013877 -0.0006015 -0.0015554 -0.0000215 0.0008010 -0.0102409 0.0020283 -0.0068215 0.0114283
-0.0012726 0.0035669 -0.0003500 -0.0009714 -0.0000891 -0.0002789 0.0000829 -0.0018160 -0.0001264 -0.0004966 -0.0005364 -0.0013673 -0.0002437 -0.0017195 0.0000726 0.0004318 -0.0056983 -0.0010802 -0.0077373 0.0154702
0.0080759 -0.0121150 -0.0003786 -0.0006142 -0.0001696 -0.0003501 -0.0000074 -0.0014923 -0.0000963 -0.0004145 -0.0004842 -0.0012010 -0.0001649 -0.0012546 0.0000877 0.0002727 -0.0026788 0.0090974 -0.0045113 0.0149309
0.0034901 0.0031590 -0.0002548 -0.0002289 -0.0002234 -0.0003366 -0.0001333 -0.0008834 -0.0000619 -0.0002897 -0.0004235 -0.0010287 -0.0004602 -0.0006317 0.0000376 0.0000093 -0.0001124 0.0060886 -0.0018411 0.0029670
0.0031070 -0.0001964 -0.0000015 -0.0001396 -0.0002522 -0.0002774 -0.0002107 -0.0005281 -0.0000474 -0.0001847 -0.0003533 -0.0008422 -0.0005319 -0.0003804 0.0001279 -0.0004182 -0.0004238 0.0083547 0.0034460 -0.0016388
-0.0064077 0.0054887 0.0000396 -0.0000190 -0.0002567 -0.0003003 -0.0001234 -0.0004950 -0.0000395 -0.0001680 -0.0002784 -0.0007860 -0.0003466 -0.0002396 -0.0000298 -0.0007585 -0.0032221 0.0094721 0.0006027 0.0014298
-0.0115146 0.0126942 0.0000726 0.0001817 -0.0002148 -0.0003927 0.0001902 -0.0005091 -0.0000153 -0.0002700 -0.0002149 -0.0008814 -0.0001368 -0.0001034 -0.0005169 -0.0009764 -0.0029941 -0.0005204 -0.0010065 -0.0123682
