-0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000
-0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000
0.0000204 0.0000293 0.0000014 0.0000223 0.0000087 0.0000163 0.0000104 0.0000295 0.0000068 0.0000531 0.0000030 0.0000561 0.0000050 0.0000681 0.0000008 0.0000787 0.0000202 0.0000434 0.0000100 0.0000958
0.0000060 0.0002009 -0.0000098 0.0000986 -0.0000077 0.0000985 -0.0000000 0.0001090 0.0000012 0.0001456 0.0000024 0.0001029 0.0000049 0.0001068 -0.0000066 0.0000525 0.0000046 0.0000184 0.0000020 0.0000672
0.0000199 0.0000472 -0.0000253 0.0000530 -0.0000044 0.0000661 0.0000037 0.0000633 0.0000068 0.0000618 0.0000043 -0.0000176 0.0000142 -0.0000035 -0.0000120 -0.0000629 -0.0000326 -0.0000888 -0.0000301 -0.0001058
0.0000445 -0.0003220 -0.0000194 -0.0000955 0.0000272 -0.0000877 0.0000373 -0.0001136 0.0000322 -0.0001405 0.0000130 -0.0002025 0.0000211 -0.0001442 0.0000049 -0.0001114 -0.0000133 -0.0001188 -0.0000306 -0.0001671
0.0000624 -0.0003055 -0.0000049 -0.0000936 0.0000393 -0.0001453 0.0000598 -0.0001180 0.0000480 -0.0001175 0.0000214 -0.0001687 0.0000200 -0.0000923 0.0000280 -0.0000535 0.0000246 -0.0000715 -0.0000225 -0.0000770
0.0001174 -0.0001831 -0.0000035 -0.0000492 0.0000781 0.0000217 0.0001099 0.0001171 0.0001968 0.0005746 0.0000889 0.0001289 0.0001440 0.0005144 0.0003006 0.0008278 0.0000816 0.0002550 0.0001227 0.0005015
0.0001769 0.0004668 0.0000538 0.0004241 0.0002456 0.0006716 0.0003677 0.0013731 0.0008627 0.0034714 0.0003793 0.0012465 0.0004514 0.0017519 0.0007009 0.0021815 0.0001433 0.0007533 0.0002772 0.0011817
0.0001877 0.0011292 0.0001600 0.0011185 0.0004530 0.0013935 0.0006938 0.0029511 0.0017816 0.0071501 0.0012150 0.0038548 0.0011183 0.0040585 0.0013324 0.0042360 0.0001533 0.0014122 0.0002831 0.0014545
0.0001232 0.0009009 0.0002952 0.0018846 0.0005949 0.0018313 0.0008923 0.0043230 0.0031876 0.0088495 0.0023573 0.0071253 0.0018175 0.0063713 0.0019552 0.0064636 0.0000429 0.0020791 0.0001798 0.0017106
0.0001185 0.0005636 0.0004482 0.0027010 0.0007006 0.0022688 0.0009376 0.0050931 0.0040755 0.0086266 0.0028466 0.0085833 0.0019935 0.0069342 0.0020310 0.0072055 -0.0001637 0.0021791 0.0000426 0.0017479
0.0001827 0.0006100 0.0005181 0.0030529 0.0007308 0.0026919 0.0007945 0.0049557 0.0028738 0.0078825 0.0027201 0.0084150 0.0019484 0.0067750 0.0019546 0.0073263 -0.0003162 0.0020945 -0.0001202 0.0018364
