Parent,Child,Block,Trial,S1_D1 hbo,S2_D1 hbo,S2_D2 hbo,S3_D2 hbo,S4_D2 hbo,S5_D3 hbo,S6_D3 hbo,S7_D3 hbo,S7_D4 hbo,S8_D4 hbo
1242p,1242c,Block 1,Trial 4,0.3632340698357616,0.35026955616144634,0.46522065137096036,0.22649313795376558,0.38809807254015366,0.23728096232020157,,0.3969419252459078,,0.3024963736472264
1242p,1242c,Block 2,Trial 1,,0.35989992863998044,0.32825383239625494,0.4358895635059563,,0.44705393372444985,0.4751931505259301,0.3309513746365853,0.3593598079985254,0.37802697097682675
1242p,1242c,Block 2,Trial 2,0.3783745468498269,0.5196735999447233,0.4258736874605934,0.48517115023280655,0.5129919417214773,0.38580097346438497,,0.270425582988215,0.4017474466627452,0.24711930101972496
1242p,1242c,Block 2,Trial 3,0.32071258369473377,0.25658223814271525,0.40493192424270125,,0.3032954349865131,0.15027341359746157,0.23170238481151612,0.40394973847628574,0.35240781776406543,0.2587056864116272
1242p,1242c,Block 2,Trial 4,0.37313872573654444,0.34963350258577547,0.4257321661286858,0.4871559605238392,0.3235176548576964,0.20733410533489005,0.3030590833787837,0.3514902033151309,0.3592216624451739,0.42029317113424597
1242p,1242c,Block 3,Trial 1,0.2898029508827099,0.4195831562555256,,,0.29916427348371616,0.3341759430402131,,,0.33805458790461457,0.2961542504966226
1242p,1242c,Block 3,Trial 2,0.39433322046822034,0.34810939609856073,,,,,,0.38526207618032327,0.35971514014245626,0.36835751623556895
1242p,1242c,Block 3,Trial 3,0.4265527426992614,0.3527219577441893,0.4354375961604743,,0.3110173893629671,0.36414118031554743,0.2472134273058047,0.29898895463872854,0.2868287386445436,0.3148685597465833
1242p,1242c,Block 3,Trial 4,0.24701371989124019,0.35573963521467716,0.37278687686114065,,0.3124623014373175,0.3593243755299475,,0.4321560021558781,0.33004506623620533,0.2926658842715972
1243p,1243c,Block 1,Trial 1,0.3199283347441281,0.25646319868838646,0.26044167596244167,0.37238498404615766,0.43714810033623247,0.3062514627039403,0.36213556374889944,0.23159163368230828,0.2838469440302748,0.22490589661894161
1243p,1243c,Block 1,Trial 2,0.48284643348857814,0.39217957117090935,0.3231752599679146,,,0.47721932958223073,0.4361834484922584,0.36845386006694736,0.2647407829715001,0.3516408907599621
1243p,1243c,Block 1,Trial 3,0.36090143868462166,0.35963837733946663,0.25914683489865964,0.2926396433179256,0.32544977782342216,0.24044065691831262,0.4275688671957705,0.2883418132200644,0.30563079959037764,0.41218366507415516
1243p,1243c,Block 1,Trial 4,,,0.48478925801087375,0.42542989855864416,0.3493049359333997,0.35024709101562046,0.45309411704042485,0.3410521057727481,0.3000877381019836,0.3648439816907306
1243p,1243c,Block 2,Trial 1,0.22732864294602928,0.3576771109295218,0.30907755845576956,,,0.458111988820834,0.3199792665220698,0.21641263493792656,0.2803527597261458,0.34616269080726525
1243p,1243c,Block 2,Trial 2,0.21178934871654415,0.2477528413412886,0.30373968891708125,,0.3153148008259459,0.36339682867492606,,0.20522223732086492,0.3146907432663758,0.3942712233451083
1243p,1243c,Block 2,Trial 3,,0.36051998207784053,0.5226272023893527,,0.2870122495548394,0.3693544161639558,0.40667838192093025,0.2545928816894353,0.35869746269512887,0.4038642144016747
1243p,1243c,Block 2,Trial 4,,0.3390264802918613,0.6028390089897441,0.33233351893514257,0.28355451032034185,,,0.3958360944165706,0.424049360242973,0.3339395584638621
1243p,1243c,Block 3,Trial 1,0.2235540163312333,0.3336994383759249,0.2274485295351102,,,0.3000069233384314,,,0.4012007612790752,
1243p,1243c,Block 3,Trial 2,,,0.299107058342938,0.4140306387486147,0.37148258441429216,0.2836758308327792,0.4023930855230458,0.266757891248882,0.2683220961680754,0.23572874569615604
1243p,1243c,Block 3,Trial 3,0.22063872327512846,0.3968419072002945,0.43853145189856413,0.4006873912367088,0.4125679130994773,0.3228351792301334,0.36129602294287283,0.40135708786017454,0.3100380465427712,0.3653919014948227
1243p,1243c,Block 3,Trial 4,0.33450475454450945,0.35350349791570884,0.3596164173113715,,0.20655706637100135,0.37791442043152124,0.23903437618034207,0.32973760432554433,0.3762190026431446,0.36767226316401996
1244p,1244c,Block 1,Trial 1,0.38558602469457665,0.26697022796171316,0.3098053490755831,,,,0.3655140529299886,0.2853304890825752,0.3559351710710522,0.33772259502932594
1244p,1244c,Block 1,Trial 2,0.43677556936884115,0.4439429145922638,,,,,,,0.38017552545321515,0.264795838899067
1244p,1244c,Block 1,Trial 3,0.42502997964114214,0.4857601991435264,0.405567848114924,0.45993501022976413,0.3243297127254933,,,,0.2131442842584465,0.31691759619926313
1244p,1244c,Block 1,Trial 4,0.50707289004657,0.35452414291291706,0.2272393972934815,0.2916049589069064,,0.44967266685246926,0.2944967972821608,,0.2528228813498326,
1244p,1244c,Block 2,Trial 1,0.3252796915177695,0.3599499820924075,0.33678595418826357,0.36358154465888026,,0.28618775328010093,,0.3117558598503695,0.2818895245162831,0.3438962933908216
1244p,1244c,Block 2,Trial 2,0.32726261844935844,0.2720690822201627,0.41944037143810337,0.2389029654246073,0.2840820806640172,0.45122675921553196,,0.48508938832500603,0.2552925865648556,0.3650339234105116
1244p,1244c,Block 2,Trial 3,0.29596767090495385,0.46166797174760876,0.41552572057955534,,0.3523732214147818,,,,0.3492485870516434,0.3261489457924807
1244p,1244c,Block 2,Trial 4,0.24622192279063074,0.4038854317772642,,,,,0.39590353326025596,,0.40766243004952213,0.3720575575373282
1244p,1244c,Block 3,Trial 1,0.39022130895371515,0.2816976902734723,,0.33987615013908634,,,,,0.40023586210185036,0.47583194715998833
1244p,1244c,Block 3,Trial 2,0.3334753752677803,0.3671995926442865,0.3770804037202838,,0.2944236661477043,0.29776187256736786,,,0.3237426572418866,0.22111528629626212
1244p,1244c,Block 3,Trial 3,0.20736103255025895,0.5124200315811015,0.4671528701365215,,,,0.233693387118915,,,
1244p,1244c,Block 3,Trial 4,0.2552848864221992,0.43334910127918325,0.28396736814441187,0.4386115515174439,0.3000238246654001,0.2787980869495246,0.20402093586485007,0.2964785825499823,0.20521868084087755,0.345376908738825
1245p,1245c,Block 1,Trial 1,0.344010113534577,0.3129804416825402,0.4476233702234209,0.49425813828122206,0.42798108436048665,0.37556544443086615,0.49541856391918493,0.41619453830426845,0.420676931394118,0.4041274902336573
1245p,1245c,Block 1,Trial 2,0.28701907171787644,0.33400154744531135,0.29296935810222696,,0.4607200750041491,0.2542756152846702,0.47255429770805807,0.41105306242836787,0.28338570198481533,0.29670522561546764
1245p,1245c,Block 1,Trial 3,0.3718307316098156,0.4158284518193616,,,,0.22914371251513133,,0.3224123574382207,0.31970209271077504,0.4919328718649059
1245p,1245c,Block 1,Trial 4,0.2917705720666192,0.260368649320171,0.2917082064148817,,0.3347503384814246,0.18285484759331813,0.29588424996575746,0.30458178828652493,0.29250441886498335,0.32226098031894224
1245p,1245c,Block 2,Trial 1,,,0.27353000995930027,,0.3475516886999563,0.4101628191333251,0.2730256281168523,0.35525900718007114,0.3512528270570365,0.48618651848433275
1245p,1245c,Block 2,Trial 2,0.29181850893583455,0.2872587394508959,0.3784569282897704,0.4536968061769227,0.33299843557107295,0.38700358888774444,0.4077096465728431,0.445114133256856,0.4931170783683923,0.3927943031124726
1245p,1245c,Block 2,Trial 3,0.20829425092620504,0.28906068113461536,0.2997742573363123,0.42800539609407157,0.3561722419249434,0.25979784949415746,0.22792602332597242,0.3788977069520265,0.25455721470677756,0.24823739719765642
1245p,1245c,Block 2,Trial 4,0.3679768964561562,0.39226169047664117,0.46335460626356145,0.32610739100638503,0.29667312935078577,0.38000279407799326,0.41570721595721266,0.3691843156883829,0.42866859497302834,0.3336567653056871
1245p,1245c,Block 3,Trial 1,0.28133347287840893,0.37518585960029255,0.30168278516841235,0.41800279728944495,0.30969640191142717,0.3953005105628372,0.4112833934229533,0.2782948151439639,0.22029758728264964,0.38579920759207004
1245p,1245c,Block 3,Trial 2,,0.3688880363193799,0.4562551239346986,0.39868742625580617,0.29811338391281605,0.2974790957601868,0.5126362882880873,0.42497045598796546,0.3704500001516284,0.4955777584323463
1245p,1245c,Block 3,Trial 3,0.4086535616163082,0.36800862089568714,0.2505078534434764,0.43318247328035003,0.33179397792516396,0.3896082981898491,0.3867108387822763,0.3288074164335435,0.3988931577800582,0.2841332036659242
1245p,1245c,Block 3,Trial 4,0.3923145839607996,0.2883839250829913,0.46271890769069907,0.3279818997931532,0.44564234793405094,,0.320078568136316,0.30330414070583095,0.30396205960762396,0.3081605224384775
1246p,1246c,Block 1,Trial 1,0.46663820877666395,0.35151495549821493,0.5183495935081266,0.2881563286881434,0.19040158744077973,0.38642814506585815,0.2848400969468691,0.39867197055886,0.25002344160475587,0.2433321241155881
1246p,1246c,Block 1,Trial 2,0.26011641379902734,0.4214537771048501,0.2878756383577491,,,,0.41275978064222035,,,
1246p,1246c,Block 1,Trial 3,0.15601958615414283,,0.2098368630242368,0.49463107103086723,0.4257404387692607,0.18698425757252746,0.3099172028375419,0.32639285720365957,0.34127226807352373,0.31006920067825955
1246p,1246c,Block 1,Trial 4,,,,,,,0.33365258487630256,0.24511718679539052,,
1246p,1246c,Block 2,Trial 1,0.34692844348433816,0.3854776348464501,0.553330955627151,,,0.4970345514524974,,,,
1246p,1246c,Block 2,Trial 2,0.35181290086699246,0.2702405406373226,0.38289971697829717,,,0.515997032362098,,,,
1246p,1246c,Block 2,Trial 3,0.30437250052537634,0.17855350243190946,0.4306419107587221,,0.41411480435446224,0.36739634981850927,0.4259824318150951,0.37680673159605066,0.26843601483408086,0.2878011993473297
1246p,1246c,Block 2,Trial 4,0.37358889920425875,0.42464992931882,0.47305435947526375,,0.27574528944600496,0.43952633685483017,,,,0.2850094127852608
1246p,1246c,Block 3,Trial 1,0.372350348155346,0.28927127446565026,0.32965084258041993,,0.3557047541898905,0.25413413813903296,0.28663765124820656,0.38781884450120285,0.27976446256584536,0.2158802960133048
1246p,1246c,Block 3,Trial 2,0.3713371046011653,0.34354473499826327,0.32685443140558107,0.3256662855336128,0.3963132924329992,0.3382728600287091,0.3157028935747436,0.5059956600560379,0.3327691224783754,0.3600916689823315
1246p,1246c,Block 3,Trial 3,0.3426728130943811,0.45850899203610324,0.28931376287952487,0.2597148457107461,0.2561984143126131,0.33062745366145624,0.5891860280198575,,0.34988386976504304,0.3885213753593407
1246p,1246c,Block 3,Trial 4,0.20578211260267143,0.26025404568965754,0.34797652347374525,0.32539867835232406,0.49621544711405086,0.34510498526852623,,,0.2980837723215335,0.3373401466059359
1247p,1247c,Block 1,Trial 1,0.3340039715772837,0.32279214394713174,0.3361178493881969,0.25296717022391096,0.2599075100291941,,0.3628968863333925,0.4044867210759089,0.3581219501522916,0.4207720400940248
1247p,1247c,Block 1,Trial 2,0.3815703325875178,0.3269284681178025,0.36231175563971707,0.23619040159566665,0.2585420553383461,0.43557747275416514,0.39551875260685115,0.3437100233999084,0.409199819998278,0.2842148598721979
1247p,1247c,Block 1,Trial 3,0.3819211906716315,0.5621838891223451,0.33220912880172576,0.46395663433360324,0.2599642283579622,0.4012655040739392,0.35823409265306705,0.2989244715752283,0.323254916834227,0.38848907579717135
1247p,1247c,Block 1,Trial 4,0.3566245602910448,0.4191876574381682,0.42001494519364585,0.3887337084474201,0.3745888181310404,0.2942556220440698,0.3902015535072932,0.3469386960898731,0.49806241955475067,0.39515153297867883
1247p,1247c,Block 2,Trial 1,0.5139919607761039,0.5722570932479616,0.4040743654415941,0.24214035838543868,0.39142620268342315,,0.20944901298923593,0.17642344848335492,0.3771501954917448,0.4227342085616124
1247p,1247c,Block 2,Trial 2,,0.36850792967623974,0.4401423164484188,0.3569686933976254,0.2858480111930422,0.3045289289284584,0.3559958972402384,0.3484110312950374,0.45089741347663764,0.3542358347185635
1247p,1247c,Block 2,Trial 3,,0.3634997903137301,0.3762571034025893,0.49445649192643387,0.4398125410436401,,0.47382423078188074,0.41097850744291625,0.4673099281076142,
1247p,1247c,Block 2,Trial 4,,0.4745698485821409,0.4366473386158168,0.314172312708301,0.3072158496715523,0.4017333097894083,,0.262400934986055,0.3255301359184189,
1247p,1247c,Block 3,Trial 1,0.3400738469685943,0.3621837455782882,0.2674261551080993,0.29822012202660003,0.39401872849479336,0.46610954655938924,0.37831038996881466,0.401344180155804,0.37442346236855667,0.4362138419457792
1247p,1247c,Block 3,Trial 2,0.228167086447944,0.36375219943371273,0.33393088077957694,0.535821575432065,0.3613276994617369,0.4178118054625611,0.4776794879871652,0.42696456857127296,0.48318839501384037,0.26155132617169813
1247p,1247c,Block 3,Trial 3,0.2620145754552406,0.27366656243779064,0.3848512541732467,0.333803144443808,0.37723117881422535,0.2265155372540919,0.36977190347737265,0.23852290993642272,0.21714033396517998,0.4669869789435224
1247p,1247c,Block 3,Trial 4,0.417164076290426,0.44125639858106347,0.3790188698914702,0.20399534257310895,0.48277959147020805,0.32086329566948646,0.38226121266700297,0.43662491923871855,0.26695907634059807,0.28613150262513753
1248p,1248c,Block 1,Trial 1,0.24494331355712623,0.4019158555636,0.38858813193609487,,,0.29091653676168483,0.45587035076306726,0.2980544867815891,0.4787057368797434,0.3095619164994748
1248p,1248c,Block 1,Trial 2,0.38157860502818675,0.2894928617700358,0.31852782532894947,0.3222381560557369,0.3534756045056074,0.3381279142518687,0.2773586554515204,0.30156397687614866,0.30489707864785637,0.3592896347149824
1248p,1248c,Block 1,Trial 3,0.457214115279291,0.33478586503392194,0.3282180980810631,0.32283863688040687,0.3795255388257906,0.31981588604458067,0.3032021460321426,0.44979850431902063,0.32082065251898034,0.4361578778735215
1248p,1248c,Block 1,Trial 4,0.3468187734117545,0.2569954659419022,0.26186426193767115,0.3251358840885078,0.3263103062155532,0.43299156573442726,0.33771039232558137,0.43386348630477,0.34084452208414073,0.3120909615310392
1248p,1248c,Block 2,Trial 1,0.31426563843286276,0.40224706802610305,0.44402232700158106,,,0.393681429380228,,0.38256237278614036,0.3698742126743315,0.2447203736244337
1248p,1248c,Block 2,Trial 2,0.36939080586065764,0.3727292124951354,0.44123805282152373,,,0.43510359647002206,,0.22274320180241938,0.40137790904216664,0.3864571142673504
1248p,1248c,Block 2,Trial 3,0.3785404583375885,0.3795801020937418,0.41045357692532203,0.42148056962237945,0.48508670987015434,0.5176257186929397,,0.2724957934381364,0.2516149785654523,
1248p,1248c,Block 2,Trial 4,0.47514466777104203,0.47177977801401744,0.26702988714314424,0.2670438333757323,0.46457805631075205,0.4032807684915384,0.3542236226448507,0.46773675462620856,0.43825562110020705,0.27715078523925946
1248p,1248c,Block 3,Trial 1,0.24896323724475916,0.3478467259745233,0.3168503266400747,0.4462293411266874,0.4248322698589894,0.2836003797250432,0.28514164381462037,0.26437878040127777,0.2932445595273288,0.31066798951557206
1248p,1248c,Block 3,Trial 2,0.2477824299377092,0.17643945957261237,0.29892020066694724,0.27684531788225386,0.186370267511196,0.304214219081742,0.2408871834914624,0.3228505121339239,0.32690843270850817,0.3702756908294182
1248p,1248c,Block 3,Trial 3,0.3585200518367612,0.4793904479528871,0.2988876573892622,0.3218162958721225,0.23526134740756466,0.270683616336561,,0.4019477176144605,0.5305975682300029,
1248p,1248c,Block 3,Trial 4,0.4787989639533728,0.4117749552080012,0.393951803624299,,,0.4572474931957508,,0.25567811130191836,0.38267790945843744,0.36677586188825306
1250p,1250c,Block 1,Trial 1,0.35612820852086435,,,,,,,0.3936598457298368,0.3224848113286218,0.3126142130731089
1250p,1250c,Block 1,Trial 2,0.31854172842230405,,,,0.45358991309684477,,,0.28584317545631005,0.24801041106526797,0.2600332262507921
1250p,1250c,Block 1,Trial 3,0.39352789680148276,0.23469427055299483,0.29383209467274335,0.4077909725156735,0.3526658410662905,,,0.2440388139345812,0.42415664734575304,0.37805493425422154
1250p,1250c,Block 1,Trial 4,0.30713607325045506,0.369083635820695,0.3266483765456491,0.3750946691646781,0.3908478719960019,0.37562586021993494,0.23753771291436104,0.3820388183179437,0.35577062844838814,0.2197670887279768
1250p,1250c,Block 2,Trial 1,,0.438386196836438,0.38426962866919284,,0.34316366376898494,,0.2886883147853787,0.2787042943440363,0.3362138615421812,0.4071284174355319
1250p,1250c,Block 2,Trial 2,0.35506252838461594,0.2535665295486726,0.29314099369501306,0.2982590424790996,0.3508586776380004,,0.4304385546491421,0.3886713460451913,0.24855104467091824,0.33926194981564417
1250p,1250c,Block 2,Trial 3,0.28691591438770203,0.30548956870661026,0.39945179942668,,0.4750128741886879,,,0.30803034919467887,0.272584030039496,0.45766426305891067
1250p,1250c,Block 2,Trial 4,0.33934995143069224,0.2735839636917515,0.3209810409783465,,0.415478830730618,0.44058457395720935,0.27141868062471114,0.4580893478001714,0.3887930385659551,0.5201615766655292
1250p,1250c,Block 3,Trial 1,0.2659607061238732,0.25589051936649043,0.25886645327744195,0.3161895577948153,,,0.42378718916746944,0.33091739338483606,0.30392044055703554,0.36144912666153806
1250p,1250c,Block 3,Trial 2,0.4021585468620022,0.34046619810469675,0.30360188468898536,0.4922683895726556,0.2918613144251429,,0.291401139416458,0.3137339438563945,0.35908767719621826,0.3861671308616741
1250p,1250c,Block 3,Trial 3,0.23946597075806506,0.3774173059232889,0.23997404578847997,0.3660636953425168,0.3522165045093089,,0.33039334664706216,0.3488985242575508,0.3425037964681457,0.4250481706614343
1250p,1250c,Block 3,Trial 4,0.3216592876935232,0.25944489618666666,0.3596782200017134,0.31446473516522455,0.41249841419084327,,0.3466852417700301,0.3948954723816125,0.4312800849851761,0.2320742275048167
1251p,1251c,Block 1,Trial 1,0.20993659314208998,,0.4913379122101003,,,0.30673041574369836,,,,0.23899421390437342
1251p,1251c,Block 1,Trial 2,0.33374585363460474,0.46704321069501886,0.3433157419378852,,,,,0.30698062027556344,0.2651832915701909,0.22523502923100958
1251p,1251c,Block 1,Trial 3,0.43083329273520254,0.32768665709340883,0.3439262767473341,0.32165369219061185,0.3178651336136667,0.30973273818841474,0.3291938833558247,0.3122405204516521,0.35567728752009065,0.3650667879314436
1251p,1251c,Block 1,Trial 4,0.33118700598263656,0.477069159498227,0.2669788813589603,,0.44176293552089035,0.41842275720329536,0.4673101667537509,0.40269517080687955,0.3469323616895188,0.3069054801108963
1251p,1251c,Block 2,Trial 1,0.4058711281679304,,,,0.38929778124119807,,,0.3800199248391797,0.24553011935109142,0.3771646478537587
1251p,1251c,Block 2,Trial 2,0.4428655763463637,0.36246085593632293,0.27776238988264196,0.2572215270368749,0.1760549144139737,,,0.4439495994642315,0.4554745936332542,0.49532267382110085
1251p,1251c,Block 2,Trial 3,0.26534343422533724,0.2647187803277468,0.34941338642074304,0.5205322171711181,0.354611954920491,0.2532944876127835,,0.4930822009581415,0.4238339842978718,0.4448510117650284
1251p,1251c,Block 2,Trial 4,0.3925588074138736,0.29788615003532215,0.40818463314143816,0.3567537167840675,0.4539473941457492,,,0.37999927229189795,0.30471204334223356,0.37032187279766976
1251p,1251c,Block 3,Trial 1,0.444339561573959,0.2961092059708189,0.47822044127073204,,0.3550887430950247,0.33618065038683825,0.1998159513157081,0.3283676613913642,0.2518812760754099,0.2733175842110503
1251p,1251c,Block 3,Trial 2,0.4199259653266669,0.31342711918195915,0.42099602655525703,,0.36132249518263493,,,0.3841514907995662,0.472859783300238,0.3464489602800254
1251p,1251c,Block 3,Trial 3,0.4284727440547482,0.3603514489572447,0.27183687783407984,,0.34956024794862994,0.3833584001429751,,0.22310742879914527,0.2353120561927722,0.46442988529748486
1251p,1251c,Block 3,Trial 4,0.48444274094758377,0.36484896554845386,0.21062895753720243,0.1912895575899845,0.33269732693504905,0.3883831234204559,,0.3885259146255354,0.19102736938327466,0.337972144006733
1252p,1252c,Block 1,Trial 1,0.3854470813069323,0.28880524295981747,0.3190534260821613,0.35539592500992767,0.3188860867580834,0.2313464161608779,0.30993320464300295,0.46160453111740446,0.3434559627887468,0.4980079938045502
1252p,1252c,Block 1,Trial 2,0.3410753714415304,0.35011383982474087,0.34996589138625234,0.2964696337104846,0.33900927862275654,0.26565157339030093,0.49164458867700755,0.38045074691036423,0.36867918788854737,0.3724532707256939
1252p,1252c,Block 1,Trial 3,0.31489563419907546,0.2563205157501246,0.2562295372579501,,0.282930152781315,0.3974395191866799,0.19247489915222576,0.3060123515966364,0.31282616798152335,0.2902325024438729
1252p,1252c,Block 1,Trial 4,0.48652958597195417,0.24596501956807448,0.4296894523408231,0.36012302539537716,0.31704554026750187,,0.3506765949466646,,0.4312362955231401,0.45387626148850535
1252p,1252c,Block 2,Trial 1,0.3067148108467104,0.32565622978302866,0.43693898976490225,0.4020239227503364,0.385280395329713,0.36666853707883096,0.4781817546679206,0.4308253828649557,0.19269372792911751,0.5956305681399396
1252p,1252c,Block 2,Trial 2,0.3653551135461996,0.2657811461919852,0.2877779165261712,0.3831886123403277,0.24434391829955424,0.3161970836238348,0.3628480836187545,0.44597519262367863,0.3753115291430146,0.36639626179456075
1252p,1252c,Block 2,Trial 3,0.35060688566691106,0.298564024435211,0.459890544193485,0.45943240852486666,0.3946024610717407,,,0.28153781596478844,0.3970272889285937,0.17694163323547343
1252p,1252c,Block 2,Trial 4,0.40844592407177094,0.4839126303536472,0.3604575345729437,0.36342602433928156,0.4263203670742016,0.4502901032325096,0.398386168446619,0.3535216617858111,0.2285921843029215,0.3474498187665056
1252p,1252c,Block 3,Trial 1,0.47123924876676687,0.3892292313999453,,,,0.307595707303855,0.4092555582402242,0.35829392041470737,0.41115121990989156,0.3351051388196627
1252p,1252c,Block 3,Trial 2,0.3980809469057873,0.3313709961662016,0.44237726839957764,0.33727693477121184,,,0.367451685402326,0.3188611452036055,0.4114645950597931,0.44021497152738903
1252p,1252c,Block 3,Trial 3,0.36408427099582336,0.3520115220433749,0.3043253396746692,0.30423957983197275,,0.31754213237555445,0.3776260869072757,0.43103715207564136,0.3258089068417002,0.48254586594439147
1252p,1252c,Block 3,Trial 4,0.30192623277061753,0.42088132295764236,0.29638191498933575,0.327088934456329,0.500540647531304,0.4152277455643062,0.2699519302359792,0.3200690781258118,0.39685284384563474,0.42876448680526164
1253p,1253c,Block 1,Trial 1,0.35273625677893006,0.514211464120085,0.3594367878701525,0.35761015331993234,0.44501099486099577,0.28092176711262307,0.3626682184997336,0.3073298384034272,0.48562511862706587,0.3376472618144753
1253p,1253c,Block 1,Trial 2,0.286013936748028,0.3808676426197854,0.22397650930027274,0.2873606704290894,0.3536691936994803,0.27192772136395776,,0.4209375034490269,0.31467719343586326,0.3660709560411216
1253p,1253c,Block 1,Trial 3,0.31271439371790605,0.32088363972829,0.328232014690617,0.44949068500567835,0.3542466566109901,0.30740970071061025,0.3377251746443664,0.2711268671568382,0.3102606718581847,0.38472755037794143
1253p,1253c,Block 1,Trial 4,0.3250413424517624,0.4353971383089413,0.21193747616105588,0.5037121075516566,0.3795668027857902,0.216733046875267,0.3607674123077664,0.3274416430372895,0.26248970666925947,0.384331005545135
1253p,1253c,Block 2,Trial 1,0.33047448483501746,0.2933090112221341,0.351462281149201,0.23840651151265418,0.4035726291171107,0.2017415955204506,0.4254971111197694,0.3006093622366922,0.2678231682507642,0.26017260873497505
1253p,1253c,Block 2,Trial 2,0.3378754292528474,0.44337883644216763,0.2649895903387818,0.29098726394800023,0.45557508131872365,0.45377607231994266,0.3031050435897212,0.3731183453420185,0.20619978312357157,0.2908046591407386
1253p,1253c,Block 2,Trial 3,0.3904866404895373,0.27013842978912367,0.30986547262793374,0.42543157529873454,0.2822948712326232,0.37904192970088696,0.4571538937519788,0.29846369125336736,0.22302608996706907,0.32441572926130147
1253p,1253c,Block 2,Trial 4,0.35354033111771377,0.34190926678157707,0.4751220192754037,0.33389008821108607,0.466893646431947,0.21278304197814574,,0.2534499388831787,0.3053160357023529,0.22889795388242706
1253p,1253c,Block 3,Trial 1,0.36789643523963417,0.4180119871843409,0.3714627725767859,0.36547714852969465,0.3355642667152305,0.46392403554932593,0.5005537427849567,0.4637534520981948,0.4509656073650347,0.46571495546808206
1253p,1253c,Block 3,Trial 2,0.2658801803651188,0.4376985717692947,0.37335863294192345,0.4270904493821081,0.22009493133253868,0.44320080815192975,0.2903036164508728,0.3156306805112859,0.20311583668032432,0.25394437490804717
1253p,1253c,Block 3,Trial 3,0.4507367176437478,0.36590881268674874,0.22408141572519955,0.365861346578058,0.33595053237444517,0.3040058518101473,0.23016178736580775,0.32771445510954983,0.36097216336728755,0.4006860537715247
1253p,1253c,Block 3,Trial 4,0.28264952356827516,0.4321092928253059,0.281039830474573,0.38020739906206774,0.29078833134629983,0.35587825188539407,0.36750126695725777,0.30374376800656966,0.37316964771784644,0.22159812515286292
1254p,1254c,Block 1,Trial 1,0.425658627255303,0.2625188420462869,0.3432782023523997,0.23396962914970043,0.3364800128151216,0.29553943369755903,,0.2539508158505717,0.3065942753316744,0.41041872239312777
1254p,1254c,Block 1,Trial 2,0.3888008743572764,0.3530463134032002,0.28685034378386237,0.42523263322406823,0.36270204726784055,0.26322206177032675,0.40886529254847787,0.41231583511027453,0.2740461355703352,0.38295894492152144
1254p,1254c,Block 1,Trial 3,0.3384770617727718,0.24921249050595706,0.3694186147524382,0.4006564816224903,0.35584665489241857,0.30391750482080127,0.3726111977260847,0.21136288970578848,0.3248547307476622,0.2666592511505493
1254p,1254c,Block 1,Trial 4,0.3731606615733496,0.4328558668197806,0.4609501347639377,0.24850297326891585,0.4004486427383815,0.3912921000080351,0.39052480947701257,0.37711638862420294,0.205175073631014,0.408339099481392
1254p,1254c,Block 2,Trial 1,0.22564190232444886,0.4418665766278941,0.31244169920275694,0.4122402545928504,0.2089128377399497,0.3930067654726191,0.23319633787975033,0.30865048377899024,0.38397373038049964,0.439943097789612
1254p,1254c,Block 2,Trial 2,,,0.3193422838079645,0.3257267282181258,0.30891976424710194,0.41290117320999087,0.28732121582207654,0.34024828139032665,0.28604536248461543,0.40888933427733876
1254p,1254c,Block 2,Trial 3,0.34128117181770873,0.31631391322501934,0.37827750157219037,0.2508589046175727,0.28470174160586237,0.21314271499480195,0.2913159461543076,0.3105496241641721,0.38409405892430404,0.43081345750843414
1254p,1254c,Block 2,Trial 4,0.2868517274488949,0.2936393133088903,0.2541056249530409,0.2801099835996893,0.19270509534584815,0.3313939848368832,0.30745042205578726,0.3324271571222231,0.42022888963947347,0.3205827256605073
1254p,1254c,Block 3,Trial 1,0.4406324984934782,0.3366881733517036,0.4274315507761314,0.22303964763946985,0.29043111709061464,0.2731830255006026,0.37894424201291194,0.39867913299169017,0.3269183893418159,0.2715211312582604
1254p,1254c,Block 3,Trial 2,0.28931837079658695,0.23407203219020115,0.29531332191943255,,0.3267985261342304,0.24232582326708793,0.5139748223857643,0.28370704804329566,0.21256565063481472,0.3255851058226039
1254p,1254c,Block 3,Trial 3,0.20809035933569472,0.2786433433394117,0.41145312164849057,0.2580073548082528,0.5398541333366215,0.3156335975488598,0.3795101521302108,0.21883055435460594,0.16758831744123226,0.408870702703646
1254p,1254c,Block 3,Trial 4,0.27032862057834595,0.37226758874396476,0.44536146170449714,0.38355927564552206,0.4352340071579689,0.39727252280360653,0.3628836510862098,0.34632098242093223,0.18020688489331313,0.47869372054089615
1255p,1255c,Block 1,Trial 1,0.24385654624382133,0.32255933080347016,0.39196447288811476,0.27037911324337305,0.37747608208318684,0.35676514776853246,0.4491932502467808,0.361260109597833,0.312912647631131,0.4470038477269709
1255p,1255c,Block 1,Trial 2,0.17966330738157843,0.18341884968514097,0.3036497997804852,0.35484598488438823,0.33358089851597866,0.6098537758632323,0.506051539812181,0.4092856760523278,0.3255122268662493,0.23802876241085916
1255p,1255c,Block 1,Trial 3,0.34035262810042655,0.34318292706579284,0.3657681290672606,0.3307665202916609,0.3812606673100671,0.3002286528255393,0.2616967734159834,0.2594801026345769,0.32525404814961034,0.2608267659866372
