Parent,Child,Ts,Block,Trial,Band,S1_D1 hbo,S2_D1 hbo,S2_D2 hbo,S3_D2 hbo,S4_D2 hbo,S5_D3 hbo,S6_D3 hbo,S7_D3 hbo,S7_D4 hbo,S8_D4 hbo
1113p,1113c,r56,Block 2,Trial 3,myogenic,0.1197529223862528,0.32057455608384566,0.1442709594507399,0.43504799763836327,0.38575326399741744,0.313439265752881,0.3860585639487469,0.21996408071560786,0.22619154013108494,0.33715373900721607
1113p,1113c,r56,Block 2,Trial 3,neurogenic,0.12002237843806655,0.2925148324395821,0.17715112789268497,0.07055294658340353,0.0919425418436761,0.26105140167859636,0.0754892493184489,0.24807243708641036,0.22375330712913738,0.3409826235076516
1113p,1113c,r56,Block 2,Trial 3,old,0.13879822181025933,0.28922458489942887,0.16325578432944032,0.40280977454638073,0.3530813162094742,0.33705597308838814,0.33284748227543065,0.2578589812803062,0.2367747000237159,0.35772140147192294
1113p,1113c,r56,Block 2,Trial 3,respiratory,0.26469517663490494,0.23848432261460176,0.1792126722557974,0.36773360820366935,0.30303785334721434,0.2383223174005942,0.2561077720816574,0.25004069410075064,0.22013546759870972,0.2779978430370924
1113p,1113c,r56,Block 2,Trial 3,slow_task_related,0.09816316587199331,0.326733706042808,0.16127682560322634,0.31172455540176763,0.2987030690433922,0.2679140452905187,0.2837320830635453,0.21437992780372134,0.22972540975586875,0.31735263967795246
1113p,1113c,r56,Block 2,Trial 3,task_related,0.09111796678747955,0.33776240967308907,0.1561605562216583,0.38945388771518064,0.36534174930408225,0.2701258674385452,0.3508485090200108,0.20352087078893286,0.23165021156797846,0.30973672305054134
1113p,1113c,r56,Block 2,Trial 4,all,0.2920976469402608,0.2916432677805728,0.3242332343834213,0.3390096621991858,0.3324903317767985,0.34726983465528155,0.34403509711411434,0.3467922354981822,0.35632285433064903,0.3480282012119218
1113p,1113c,r56,Block 2,Trial 4,cardiac,0.2725176481439419,0.2949532061403088,0.3338477084189582,0.3287151310129019,0.32673145840583967,0.30451664558890523,0.32137720239709316,0.32714551783691087,0.33042171394715325,0.3046931887767706
1113p,1113c,r56,Block 2,Trial 4,myogenic,0.2764695423122692,0.1294659431501199,0.27046328777334677,0.255075889702392,0.3214394154546225,0.3574428152142661,0.372338872424156,0.28576425732394106,0.251133829273642,0.28073468956568504
1113p,1113c,r56,Block 2,Trial 4,neurogenic,0.32278168865833073,0.11694897231353642,0.10390985783535116,0.2833105741080606,0.1312226921697596,0.36329340184810954,0.14492573345120316,0.43563784941336703,0.3711018083632789,0.09494559844357961
1113p,1113c,r56,Block 2,Trial 4,old,0.25341269391120963,0.1522763826651833,0.21915082879555223,0.24877600001494948,0.2786436009782412,0.34551693648414983,0.31735003159892394,0.3132435411559255,0.2644882880722397,0.2830098729259443
1113p,1113c,r56,Block 2,Trial 4,respiratory,0.1797266327064931,0.24908275507175098,0.21601218528543037,0.24178543736671268,0.21908840872452628,0.2350396556644766,0.22369347088913952,0.25077185405534125,0.2870478763099989,0.32721233926849586
1113p,1113c,r56,Block 2,Trial 4,slow_task_related,0.30665097639234246,0.11945462562353204,0.25943562371992646,0.2801291418360565,0.3089418811749765,0.388229085377166,0.34643068189132464,0.3129438157832787,0.27988908297338105,0.20809204785396354
1113p,1113c,r56,Block 2,Trial 4,task_related,0.30145206637006305,0.12026219480528234,0.3095613992992769,0.27910376987160834,0.36622057151642806,0.3962658275168757,0.41137549515869254,0.27339966977192603,0.25049132642243016,0.24455901844554015
1113p,1113c,r56,Block 3,Trial 1,all,0.32493263973858466,0.3280394854559296,0.31168057019651774,0.32197602830808497,0.31314357732735665,0.31696708535569157,0.3287954908144934,0.33543346232891413,0.3594277355243703,0.3346457222795658
1113p,1113c,r56,Block 3,Trial 1,cardiac,0.31717349561214875,0.3331713993922684,0.2957337136446697,0.3189319947849955,0.30435250960792476,0.2778706801218331,0.31300447355596206,0.3398083046526574,0.3136991370129543,0.3233195444879562
1113p,1113c,r56,Block 3,Trial 1,myogenic,0.24646408487064175,0.22929882739609275,0.31619555392950666,0.2766867542270561,0.34864807130758063,0.3140288983525773,0.34750189051500235,0.2921318659483297,0.33104509833183504,0.3491142070935341
1113p,1113c,r56,Block 3,Trial 1,neurogenic,0.6955284374203669,0.328487367540249,0.09948194669434739,0.24325573795118602,0.08458091492667345,0.3509261512300143,0.2723057590649135,0.29475133286910865,0.2408557342331078,0.09792812889324633
1113p,1113c,r56,Block 3,Trial 1,old,0.3280337893918962,0.26533698234302244,0.26996652080105554,0.2611976646513969,0.26905221212801944,0.3078604240473275,0.3069122801516639,0.27926715768212235,0.33868743330480144,0.2822150582149443
1113p,1113c,r56,Block 3,Trial 1,respiratory,0.23466439664733565,0.2639663694972415,0.23963931350928921,0.23741241125077805,0.20214618688767044,0.23205306300707257,0.21529738095471565,0.23927976168055556,0.3361068749056351,0.23620211904641253
1113p,1113c,r56,Block 3,Trial 1,slow_task_related,0.355677635314556,0.25398074587316427,0.2625820045148689,0.280638612232435,0.3137481729333837,0.341138872312626,0.36559803372971483,0.30120427591271015,0.3269797154271355,0.3086257799471021
1113p,1113c,r56,Block 3,Trial 1,task_related,0.24614411242895898,0.2299673473496579,0.3151489656790922,0.2926870696444605,0.387608516778305,0.3379844435672977,0.39566602662168066,0.303284052038487,0.3547373755728888,0.37653339070055175
1113p,1113c,r56,Block 3,Trial 2,all,0.3218863010157928,0.2597777366563784,0.32866374997339604,0.3281462961222,0.3174495340225411,0.2959145926831175,0.3118586936729881,0.28050958496697787,0.3056692237253757,0.3254000043471958
1113p,1113c,r56,Block 3,Trial 2,cardiac,0.2650284490997702,0.27365897283964735,0.27181899750486554,0.30018064811461503,0.29274538319324483,0.2695017070466767,0.27143487084178275,0.2608559987168204,0.28979308330449405,0.25451698872282524
1113p,1113c,r56,Block 3,Trial 2,myogenic,0.34610017549115835,0.14540424293081625,0.3001181402103558,0.29644116049250063,0.2331583234548877,0.2197865963259625,0.29124438511197664,0.14676774550246624,0.23684923620626822,0.36050512685063163
1113p,1113c,r56,Block 3,Trial 2,neurogenic,0.5850941968151667,0.12249693174178046,0.28373206750073193,0.269883592350113,0.3722707355039588,0.1850020171371104,0.370909067480654,0.24051027271460315,0.06536529491370952,0.3280121225670392
1113p,1113c,r56,Block 3,Trial 2,old,0.3629684076916944,0.1497406189407261,0.30930593507648774,0.3159906371831844,0.27149060352545595,0.24310841526575108,0.30405071687716534,0.20270531110644943,0.22012141207071614,0.34053827359351374
1113p,1113c,r56,Block 3,Trial 2,respiratory,0.21959584623891534,0.1868609840358929,0.3016888697497041,0.2635220666190082,0.25743184988084755,0.26287044090468825,0.22704608108854277,0.26088628895434446,0.27863600979958647,0.26717115446833734
1113p,1113c,r56,Block 3,Trial 2,slow_task_related,0.43864797884183904,0.1250478925869415,0.3127606843476585,0.27716353209543243,0.2646403863312287,0.18814846033749003,0.3088895405763818,0.14034757620265131,0.19605106521132964,0.3686953496101943
1113p,1113c,r56,Block 3,Trial 2,task_related,0.39144853111802175,0.12587006433519798,0.3221165741911967,0.27950984830760206,0.22995124850590282,0.18916255536437096,0.2889007183419474,0.10806525424638547,0.23817093876472353,0.38180750692387333
1113p,1113c,r56,Block 3,Trial 3,all,0.2894479291996785,0.2996752428035393,0.3168174071322011,0.33585960858322456,0.31544004592819364,0.32802762574653366,0.3270211734322303,0.28681297056134714,0.32568521966752934,0.35239367019839235
1113p,1113c,r56,Block 3,Trial 3,cardiac,0.2907262300148513,0.2797431895861529,0.32044398958793474,0.31467911820682704,0.31199566306580245,0.33470507245777165,0.335549219287577,0.28869690054472513,0.3344465358705948,0.2997365972773746
1113p,1113c,r56,Block 3,Trial 3,myogenic,0.19673701561925389,0.22066113181635058,0.28275397018995896,0.20577385576342375,0.21779596861505,0.21687872753351184,0.18885445569030102,0.22927895043149665,0.21336744767573057,0.3315591851398084
1113p,1113c,r56,Block 3,Trial 3,neurogenic,0.14249448096917575,0.23407222041525785,0.2631043046276871,0.26959183425454436,0.08939880665589214,0.13282289829722513,0.12741730712021465,0.2922954372091381,0.2560353373560983,0.40246730462529556
1113p,1113c,r56,Block 3,Trial 3,old,0.18173433458332666,0.24059464490177432,0.26558006864718653,0.25705590479840157,0.21549227323025574,0.24073807419369062,0.21783746335030396,0.24548231653895208,0.21963988437476192,0.3513335967920428
1113p,1113c,r56,Block 3,Trial 3,respiratory,0.23689386160276205,0.2504173376083578,0.20591535056633972,0.3095044779875088,0.2630573124239755,0.28818628005324404,0.2826211625063868,0.1929610395358038,0.2429691459605575,0.2887814996197398
1113p,1113c,r56,Block 3,Trial 3,slow_task_related,0.20073266983115845,0.1885905808482622,0.2832238062373876,0.20217615090158134,0.16740019930562697,0.1696622348453014,0.17033958917525627,0.2436365486401877,0.2305041140309771,0.3511675892561828
1113p,1113c,r56,Block 3,Trial 3,task_related,0.2195027711609285,0.1739319006935661,0.28970829848033014,0.18044815364621256,0.19253995849986338,0.1815355106706814,0.18417339134563981,0.227953844784172,0.2222754300995243,0.33463374995790784
1113p,1113c,r56,Block 3,Trial 4,all,0.31813694449635543,0.36071390805890985,0.31569705275393534,,0.3267821035108627,0.2994000879850386,,0.2992913140767453,0.30078353612838726,0.31490181782750876
1113p,1113c,r56,Block 3,Trial 4,cardiac,0.31616649805791525,0.3839099819949887,0.32925906574968117,,0.36047350410951257,0.33235454262271125,,0.3035321935531995,0.34400852358437634,0.3223386398791261
1113p,1113c,r56,Block 3,Trial 4,myogenic,0.2564605980633224,0.26629324975974333,0.21187783030514895,,0.24585342214741676,0.15361353611319062,,0.20073667399998768,0.16812631983150955,0.2862027845170425
1113p,1113c,r56,Block 3,Trial 4,neurogenic,0.24796737355796994,0.23599539492329127,0.14140049197998814,,0.10035365007218769,0.13930201851211058,,0.12099913861940624,0.07056030841882692,0.18351645335938002
1113p,1113c,r56,Block 3,Trial 4,old,0.2619075556839273,0.28027045751042295,0.20295968198898037,,0.22819542779438204,0.15955423743285982,,0.20650168191212742,0.16020058303912715,0.2655918845898953
1113p,1113c,r56,Block 3,Trial 4,respiratory,0.26427084572809767,0.29719265514558074,0.24318064733807737,,0.22366786921143908,0.2204464609972839,,0.2333936187417849,0.19715258605987013,0.19379271756722916
1113p,1113c,r56,Block 3,Trial 4,slow_task_related,0.22820940707380222,0.21381913891311302,0.17684185097720959,,0.19005894531086973,0.14172778779930453,,0.16915576988930803,0.136553954095648,0.24748001488244445
1113p,1113c,r56,Block 3,Trial 4,task_related,0.2218414371862613,0.20667175709098204,0.18826456024481983,,0.21897085885676218,0.14250961045232657,,0.18467659679514767,0.15782363024252227,0.268095397239993
1114p,1114c,r56,Block 1,Trial 1,all,0.2501058639068639,0.23757112456995408,0.2572980931074211,0.26770659577638806,0.2402058034806002,0.27186136526527677,0.26887889465266984,,0.2701273488719434,0.24306957212866817
1114p,1114c,r56,Block 1,Trial 1,cardiac,0.2342649221911652,0.2182510427049056,0.20503745833781836,0.19436408108531283,0.23468817916450554,0.1759178495246088,0.20161209958836832,,0.21151327236293102,0.2134106929928577
1114p,1114c,r56,Block 1,Trial 1,myogenic,0.23361640965554492,0.2740570073072573,0.26219402927784113,0.324653428835221,0.20832392847025039,0.3180952378936409,0.30913337465073004,,0.369737917906254,0.17096725528319917
1114p,1114c,r56,Block 1,Trial 1,neurogenic,0.3358549854653722,0.22572681651656426,0.02149600962385354,0.17386821897264712,0.04520904062581773,0.2586813382946881,0.15612643412308022,,0.22259275708366233,0.20165618169149274
1114p,1114c,r56,Block 1,Trial 1,old,0.2530063755273796,0.25126811997277027,0.22133458306381695,0.30422454951677214,0.19513185845175074,0.3386447669738967,0.2917986786898982,,0.33798549763950586,0.18568222797568548
1114p,1114c,r56,Block 1,Trial 1,respiratory,0.20753957790984517,0.1938853490549547,0.3081455670124093,0.3005328044175179,0.23365661249016412,0.30649910345425935,0.3065108742736552,,0.23996995646287408,0.2458705928268997
1114p,1114c,r56,Block 1,Trial 1,slow_task_related,0.26865199872167134,0.2703148512947845,0.18960922984750356,0.27790703920682813,0.16636169519455724,0.27275895273402323,0.271590846596222,,0.35296510837559725,0.17244669088427217
1114p,1114c,r56,Block 1,Trial 1,task_related,0.2469925533389889,0.2846855236531902,0.24379192749199946,0.3114386313834539,0.2054090565061372,0.2772961516866549,0.3088048940186001,,0.3949839673437105,0.16303250557123233
1114p,1114c,r56,Block 1,Trial 2,all,,0.30473894750092934,0.2655709707050454,,0.25218968113240176,0.29738271232296687,,0.26926233299871694,,
1114p,1114c,r56,Block 1,Trial 2,cardiac,,0.2296958327018086,0.19633198318790837,,0.22695509861295615,0.2363121824991337,,0.23631390760442422,,
1114p,1114c,r56,Block 1,Trial 2,myogenic,,0.37346875036183574,0.2558464432872399,,0.17897126866440224,0.2408249539508893,,0.2168262547001341,,
1114p,1114c,r56,Block 1,Trial 2,neurogenic,,0.13404845487569397,0.2584628241146292,,0.06619081448177871,0.35542321187032627,,0.18688853231039082,,
1114p,1114c,r56,Block 1,Trial 2,old,,0.32295086597892336,0.23438018703716124,,0.16970906443143394,0.26004465535608806,,0.21837663522517,,
1114p,1114c,r56,Block 1,Trial 2,respiratory,,0.2545967875155296,0.21290984301341662,,0.2025333476505851,0.2723254198576318,,0.23157068734994582,,
1114p,1114c,r56,Block 1,Trial 2,slow_task_related,,0.31025774653580956,0.2560140425217444,,0.1423746256366144,0.28505162440459414,,0.21022525257980207,,
1114p,1114c,r56,Block 1,Trial 2,task_related,,0.3670497986984491,0.2552248030290492,,0.16692858040421893,0.2623709426512708,,0.21774665069881685,,
1114p,1114c,r56,Block 1,Trial 3,all,0.27871515000041763,0.2602567178579005,0.3271553756764423,,0.30971122097678616,0.28015367601094654,,0.2976952954819813,0.28674540415433053,0.25273310854068687
1114p,1114c,r56,Block 1,Trial 3,cardiac,0.2497109036203529,0.21057841474292735,0.2251782561882331,,0.19172404557782258,0.2046803334824981,,0.21394296234671004,0.21614423056460658,0.23049488798813464
1114p,1114c,r56,Block 1,Trial 3,myogenic,0.25556850826416694,0.18727886294557727,0.4055507114070763,,0.39707250165105434,0.3272361347863917,,0.3275510274737913,0.31435745757527167,0.17888390138740543
1114p,1114c,r56,Block 1,Trial 3,neurogenic,0.28679851397875755,0.5041681885257324,0.7071508322788026,,0.5132278001527867,0.5401215351737303,,0.13594777362368152,0.18358964665502572,0.3640233151166259
1114p,1114c,r56,Block 1,Trial 3,old,0.26041121300687037,0.257610626770083,0.41989455504397616,,0.4016020503070697,0.3500429195970407,,0.30966744370689203,0.30010274804644116,0.21969599008979518
1114p,1114c,r56,Block 1,Trial 3,respiratory,0.24247668895812693,0.24342936660700387,0.26192446695760446,,0.24789372497126655,0.20111983715618342,,0.313831793990058,0.29613983795146226,0.19667519902619676
1114p,1114c,r56,Block 1,Trial 3,slow_task_related,0.24617101584151366,0.25269619460814047,0.4871289941595204,,0.4276502231767032,0.3723971521386131,,0.27002334526975175,0.2974700228584846,0.1995085588424952
1114p,1114c,r56,Block 1,Trial 3,task_related,0.2330768198901537,0.1716470600167695,0.41621620863234016,,0.4000686684823425,0.3183397762730419,,0.3132357479014278,0.33417353721187526,0.14648564199276387
1114p,1114c,r56,Block 1,Trial 4,all,0.28919788564228005,0.26184071757028227,0.31827103428264913,0.27014103378324594,0.26278679582126174,0.27157167153161993,0.28157736308913106,0.269539092655497,0.3226796394426637,
1114p,1114c,r56,Block 1,Trial 4,cardiac,0.25460864084857054,0.2322609276023779,0.24101455094223798,0.2491285764501866,0.2433024564445236,0.23273262048762253,0.2424395303196079,0.21800869761871502,0.22912808192731682,
1114p,1114c,r56,Block 1,Trial 4,myogenic,0.21972014961371322,0.2623313846633895,0.3139825437671817,0.2476824622050559,0.11472342306381501,0.20234203366244197,0.2503102162548746,0.21136359131072358,0.42509453050306445,
1114p,1114c,r56,Block 1,Trial 4,neurogenic,0.26625477418672805,0.08253294805451866,0.5526212425793023,0.19055280913668884,0.4053626075542482,0.2854099047933253,0.30381490016341245,0.2802212882773745,0.3637650947591303,
1114p,1114c,r56,Block 1,Trial 4,old,0.26069447145403396,0.23378252167150884,0.3450503077050298,0.2430978851197994,0.19464041252327247,0.23045534038850685,0.27161322364531376,0.2428225016427405,0.40192511291639005,
1114p,1114c,r56,Block 1,Trial 4,respiratory,0.27060961543836737,0.19534635473840783,0.2595750769021088,0.19902281276425426,0.2145737788127072,0.25507265485712594,0.24698266701105337,0.2435927732031662,0.27269576768500425,
1114p,1114c,r56,Block 1,Trial 4,slow_task_related,0.19757413201092805,0.2065984627570701,0.37293501241037474,0.22556964586993272,0.16361050066139304,0.22382903589417075,0.2435133044069496,0.21926245802153888,0.40650004163413167,
1114p,1114c,r56,Block 1,Trial 4,task_related,0.17543843998093456,0.24658463554166257,0.3150223469628262,0.2368555320998196,0.08569407448581079,0.20398159263058122,0.22407816940682063,0.19961549709770404,0.420273465891316,
1114p,1114c,r56,Block 2,Trial 1,all,,0.30891652173159895,0.26217914574370677,,0.264501154316279,0.25789757371108074,0.2824286912026265,0.31630291257025284,0.30785614645418924,
1114p,1114c,r56,Block 2,Trial 1,cardiac,,0.23941614720970686,0.2545529335867542,,0.20719440103997425,0.23439307488137154,0.26010369726798444,0.2620004462316174,0.22246099696440594,
1114p,1114c,r56,Block 2,Trial 1,myogenic,,0.21588364296609505,0.20396677688497947,,0.2440294398656556,0.21395023686137588,0.2905724556880243,0.31287462236634533,0.3480171177624872,
1114p,1114c,r56,Block 2,Trial 1,neurogenic,,0.6332662122148606,0.23441593037243516,,0.17872591630326418,0.08689653155771875,0.1432876213212149,0.05553898781563347,0.15885175446221436,
1114p,1114c,r56,Block 2,Trial 1,old,,0.3037107492281692,0.20740214017864236,,0.24890548313329694,0.1932578852295587,0.28019227640442573,0.2795716860518103,0.3360554024172636,
1114p,1114c,r56,Block 2,Trial 1,respiratory,,0.30533592794567704,0.20507837210285831,,0.23918675661095964,0.25372467298748996,0.26073590242361266,0.33091751359097943,0.3304610537320783,
1114p,1114c,r56,Block 2,Trial 1,slow_task_related,,0.3192073166114816,0.21800600778123994,,0.2045773054953672,0.17485946431271893,0.22840752635215747,0.23668559129848976,0.2831960344124074,
1114p,1114c,r56,Block 2,Trial 1,task_related,,0.21798649554574892,0.2127171085920777,,0.2129091785177415,0.2032098164328362,0.255841573904659,0.2950689333865276,0.3232720529158949,
1114p,1114c,r56,Block 2,Trial 2,all,0.25789416056123027,0.32591608714590836,0.30363126266043583,,0.2796018961265472,0.2822470171610364,,0.28164878425380635,,0.2895885159074747
1114p,1114c,r56,Block 2,Trial 2,cardiac,0.22612886437282137,0.23590025072282803,0.25337412641531415,,0.2589463004663099,0.20389220769851013,,0.20186094997103493,,0.22358571763053176
1114p,1114c,r56,Block 2,Trial 2,myogenic,0.19994755004177847,0.4864424012190881,0.2937837478947845,,0.24947812036406258,0.33751600314684366,,0.3396960407672577,,0.35660864455718827
1114p,1114c,r56,Block 2,Trial 2,neurogenic,0.09199319822996688,0.10121904096618022,0.4239115346097818,,0.08250912477897365,0.2003302433447708,,0.18782496692867257,,0.0821675605987759
1114p,1114c,r56,Block 2,Trial 2,old,0.19661964955653555,0.41158377799492074,0.3127722983510218,,0.24186381702999427,0.3203073244110457,,0.32014589046523856,,0.29666514735210586
1114p,1114c,r56,Block 2,Trial 2,respiratory,0.23926027625209567,0.3040937297739098,0.27611412323516776,,0.24992411469632725,0.27164032960682544,,0.26645945356568224,,0.2791929333645543
1114p,1114c,r56,Block 2,Trial 2,slow_task_related,0.15193533122430838,0.3815189821780052,0.2782257610282545,,0.16348015123219065,0.27867048506873815,,0.2515615892342227,,0.26511390440098226
1114p,1114c,r56,Block 2,Trial 2,task_related,0.17125461178938123,0.471859331046736,0.23127140365784046,,0.18957701998791712,0.30391945493011796,,0.27210382934281613,,0.3240773007252795
1114p,1114c,r56,Block 2,Trial 3,all,0.26111754135889165,0.2706802477840711,0.30243593485967635,0.2498575465523844,0.24317163520298504,0.26704686983529624,,0.276826369638036,0.27339710681017365,0.2683319926977761
1114p,1114c,r56,Block 2,Trial 3,cardiac,0.2366347721163424,0.22756774581323544,0.2724174251798883,0.24316467669724398,0.24930528530623336,0.24602319592114827,,0.24605811753843015,0.2451689786803432,0.2418328058067512
1114p,1114c,r56,Block 2,Trial 3,myogenic,0.2453451663108452,0.2282433017183103,0.3377061629714056,0.20648129689053452,0.1596372305445236,0.17410602346383874,,0.20971148353736183,0.20221487752258543,0.2010356346581249
1114p,1114c,r56,Block 2,Trial 3,neurogenic,0.2205144874194302,0.39265932982193386,0.28312603035393397,0.15676782835922312,0.2768149179381418,0.3627659768206622,,0.319303985534784,0.4409949523858688,0.2789659394342589
1114p,1114c,r56,Block 2,Trial 3,old,0.24301968998359763,0.25596720395691236,0.33461400199424923,0.20407045120071252,0.18364640864193527,0.21931565401905126,,0.23302183691775716,0.255728785408801,0.2191068454317745
1114p,1114c,r56,Block 2,Trial 3,respiratory,0.20211630721719365,0.24334695072526233,0.26574691388198,0.22163348495877452,0.1788814120829914,0.23162909448824362,,0.24780380373845176,0.21096255723108487,0.24378643350184884
1114p,1114c,r56,Block 2,Trial 3,slow_task_related,0.21801025615776956,0.2752526954117125,0.29468216862721924,0.17729640738317973,0.1724365531580108,0.21753486271440547,,0.24343649782507415,0.24042739511066713,0.21679680975702958
1114p,1114c,r56,Block 2,Trial 3,task_related,0.21720314530056306,0.23741267209145264,0.29840669870978154,0.18391274480653308,0.13879552616450647,0.17072704157027396,,0.21898449374024348,0.17578470193829177,0.1967597707208283
1114p,1114c,r56,Block 2,Trial 4,all,0.25440636805540434,0.2563447945971204,0.24888482718084012,0.2888502074385156,0.2939757839230268,0.26618081742961563,0.2937514276820321,0.26814560055811526,,0.22967330024452404
1114p,1114c,r56,Block 2,Trial 4,cardiac,0.2245330426592421,0.23674186101198064,0.2462093434823938,0.26094477272236793,0.23318353906298933,0.2250659081108014,0.27764471870167867,0.2689470472468396,,0.218504291619092
1114p,1114c,r56,Block 2,Trial 4,myogenic,0.29342125214675113,0.2143800476885733,0.1718153404877918,0.29052175949921566,0.3031470332563189,0.23979674314615834,0.26239890920267955,0.13930039991070917,,0.13070955853265703
1114p,1114c,r56,Block 2,Trial 4,neurogenic,0.22609900393635668,0.15380646278706692,0.20866172369462282,0.3535971876568399,0.234111604722647,0.47356553064394,0.3398239789359477,0.18390251293749665,,0.2717010466794024
1114p,1114c,r56,Block 2,Trial 4,old,0.251479025139042,0.19709728711119717,0.18347047563965935,0.29294474727110337,0.2813488129482603,0.27119763764394694,0.25586501593075517,0.16967454439937135,,0.15025651610090413
1114p,1114c,r56,Block 2,Trial 4,respiratory,0.18062776457116145,0.24469476583315106,0.22314266612975833,0.26482647126472353,0.2635153208136192,0.20489650168922688,0.25239361501185154,0.2542643075850316,,0.1861686256669444
1114p,1114c,r56,Block 2,Trial 4,slow_task_related,0.32346076948149266,0.2164327680955815,0.19334810511831355,0.3253100953096565,0.28856941133434305,0.32481822224532475,0.2840214160701013,0.13557357563775957,,0.17790270172722988
1114p,1114c,r56,Block 2,Trial 4,task_related,0.35484035460661467,0.23661715431225672,0.1884125434530295,0.31619319796005846,0.30612109981011265,0.2768771357223688,0.26603631419931584,0.11999721469655694,,0.14767160296333431
1114p,1114c,r56,Block 3,Trial 1,all,0.2902336679958829,0.2316143186840313,0.18845775146803667,,,0.2266418870574705,0.26062485127211943,0.26540514419982225,,0.256171622199759
1114p,1114c,r56,Block 3,Trial 1,cardiac,0.25318892153424666,0.2240963177173652,0.20437932428627006,,,0.22177414203588972,0.24281383749467111,0.27070455332672866,,0.22979083158477331
1114p,1114c,r56,Block 3,Trial 1,myogenic,0.285419239302446,0.20637125735443237,0.14806068708048778,,,0.23212737717061382,0.254467629717807,0.1729663287359051,,0.2672959856860621
1114p,1114c,r56,Block 3,Trial 1,neurogenic,0.5734199078435491,0.2594568294417263,0.11709281505357198,,,0.13470271099708084,0.4883878147469986,0.1746219811813982,,0.29822989524662574
1114p,1114c,r56,Block 3,Trial 1,old,0.3333396934631978,0.1973071014897534,0.15039325806591342,,,0.2024402560857933,0.2750233390439573,0.21764519655279035,,0.2633029998836971
1114p,1114c,r56,Block 3,Trial 1,respiratory,0.2651427912245987,0.26066719517849807,0.16658704255174525,,,0.2278221640895268,0.22147947868292506,0.28432740075343044,,0.243893836466437
1114p,1114c,r56,Block 3,Trial 1,slow_task_related,0.35986947505899797,0.23606974481228882,0.14554163162610598,,,0.20454185200533015,0.3157585156683863,0.1527094999299178,,0.2665726401950061
1114p,1114c,r56,Block 3,Trial 1,task_related,0.2910424160328048,0.22853211431792753,0.15471065250764449,,,0.22705092687741418,0.26012029099983125,0.14564713240932575,,0.2563695432795186
1114p,1114c,r56,Block 3,Trial 2,all,0.2414975800891478,0.31035972836474296,0.25870627028031484,0.23196091738818966,0.24838709425343922,0.2543950569861513,0.2192768718058159,0.31517785329046094,0.28648992378891897,0.2297855072328982
1114p,1114c,r56,Block 3,Trial 2,cardiac,0.23974913981123788,0.24338426667682556,0.20944107915069468,0.2178021689655141,0.23881489460786667,0.2323830457973316,0.20157637293415331,0.2301611962933602,0.26145226498876106,0.24010297016840496
1114p,1114c,r56,Block 3,Trial 2,myogenic,0.12836455478842027,0.36655547361106244,0.30725499603491885,0.21731432358322708,0.1977700246514536,0.2510089005681149,0.12527831591218386,0.3720551460635071,0.2312964458911075,0.17325906838298008
1114p,1114c,r56,Block 3,Trial 2,neurogenic,0.26697634329001757,0.5178443321379076,0.37815319483249143,0.2864137238194294,0.14940719202537056,0.3542650947992326,0.11409613115089781,0.5352634151432966,0.23574163131343198,0.2513141355588902
1114p,1114c,r56,Block 3,Trial 2,old,0.18101451107969732,0.40095514641964597,0.2954089560076516,0.21224439489693891,0.1820172074174157,0.2490637995420183,0.1371588865023981,0.36525471348641425,0.2566543231671795,0.17950083456570606
1114p,1114c,r56,Block 3,Trial 2,respiratory,0.2296705265807551,0.30297276984849564,0.18737189998709045,0.1605843778665196,0.22315073466850077,0.20671819617386497,0.2219421002661135,0.29542629108544566,0.2919647815443384,0.1752001938719249
1114p,1114c,r56,Block 3,Trial 2,slow_task_related,0.13154076125354722,0.390789373876113,0.3409309201540574,0.24190760771308908,0.17788314850871537,0.30181071543519455,0.12875683959307493,0.44003567265092275,0.22677017147782072,0.1977512917705175
1114p,1114c,r56,Block 3,Trial 2,task_related,0.08789002883627563,0.34983970686851856,0.3289342238094219,0.22756333764847086,0.18706091655231294,0.2849047292585551,0.1334819690725996,0.4093438807028059,0.22387868028482602,0.18048804878401215
1114p,1114c,r56,Block 3,Trial 3,all,0.30756188550007013,0.24561243250247025,0.2572483591101285,,0.24288877322208002,0.26289803251572574,0.2453037296386186,0.24668102898093486,0.254301978222464,0.31894713809826675
1114p,1114c,r56,Block 3,Trial 3,cardiac,0.2932008146052872,0.1919802840775626,0.19075862014055953,,0.19020291788399527,0.21778144825154092,0.2237952352515204,0.20970214351327232,0.1908580221289015,0.2736499338742188
1114p,1114c,r56,Block 3,Trial 3,myogenic,0.2388158330753969,0.2843781275087965,0.21277652827320725,,0.1913317185955403,0.2818606281366197,0.2828715119929069,0.19570908610210497,0.28422413034240857,0.34289168452248714
1114p,1114c,r56,Block 3,Trial 3,neurogenic,0.44799404240129875,0.3179780755214272,0.27619455544617433,,0.3244794708549161,0.312070540408118,0.21172444943282348,0.14504511199189535,0.5001140125172334,0.46621193028387453
1114p,1114c,r56,Block 3,Trial 3,old,0.3057886958923284,0.2903136179942122,0.2497192083944331,,0.2438366412068694,0.29594577481322926,0.25839874837286186,0.21767268679305227,0.31928478884495093,0.3579446299553399
1114p,1114c,r56,Block 3,Trial 3,respiratory,0.2868935041075865,0.21276557286892442,0.316765605340051,,0.24280664050757722,0.23778896757768517,0.19787086602917822,0.28250913184935056,0.22339306990787877,0.31469762587381683
