Parent,Child,Ts,Block,Trial,Band,S1_D1 hbo,S2_D1 hbo,S2_D2 hbo,S3_D2 hbo,S4_D2 hbo,S5_D3 hbo,S6_D3 hbo,S7_D3 hbo,S7_D4 hbo,S8_D4 hbo
1102p,1102c,r56,Block 3,Trial 1,cardiac,0.26890596320133625,0.22829260303949805,0.28511382495075566,0.20957817958247588,0.23052957945020713,,0.297909690438191,0.27144605379396597,0.2597028904493623,0.2793061925627443
1102p,1102c,r56,Block 3,Trial 1,myogenic,0.1923495367946828,0.3179494048417091,0.19070519104055467,0.25987496598191123,0.3133808448490807,,0.15990727507823152,0.2305040332516462,0.3058879063651838,0.2232827219852064
1102p,1102c,r56,Block 3,Trial 1,neurogenic,0.49705247419189486,0.24081566545005686,0.35156403070089615,0.21288822114046316,0.2222600797999941,,0.15454515894515586,0.2032064301861112,0.3428562473538955,0.22809570322119072
1102p,1102c,r56,Block 3,Trial 1,old,0.24182556429525184,0.28747171942870037,0.2149458688097649,0.24535999569226022,0.29746670164612854,,0.18234617860131666,0.2362663116403022,0.31589190665075817,0.24054267096226453
1102p,1102c,r56,Block 3,Trial 1,respiratory,0.2210131205007075,0.2389185963933274,0.26969628081005753,0.24342159839989275,0.23696699105100524,,0.25130716408495246,0.2672028302649289,0.22917509262691704,0.26652275979680745
1102p,1102c,r56,Block 3,Trial 1,slow_task_related,0.2612849108339169,0.3086667151965486,0.2298117465800785,0.23446077027567408,0.306567577450099,,0.13517714928562904,0.2253341250223317,0.31588065468933874,0.23229183589387206
1102p,1102c,r56,Block 3,Trial 1,task_related,0.1852972961608399,0.3305350305401305,0.19057112535309312,0.24141357806591907,0.3337397870375581,,0.1289348620344436,0.23246585563391353,0.3071864521799804,0.23364424463113628
1102p,1102c,r56,Block 3,Trial 2,all,0.27423869904768394,0.2944118177216175,,,0.2454289192531892,,0.24760871151241212,0.29505693264779453,0.29101567864942407,0.26587103624674274
1102p,1102c,r56,Block 3,Trial 2,cardiac,0.24145131894913613,0.24448933986307625,,,0.21547274784032128,,0.24511072377544676,0.2578706254832146,0.24620299426160377,0.24255318665967632
1102p,1102c,r56,Block 3,Trial 2,myogenic,0.3170362433979066,0.27673851969658886,,,0.19878119889314105,,0.19039475702485034,0.2206077361936865,0.2623574228792476,0.1294754140777592
1102p,1102c,r56,Block 3,Trial 2,neurogenic,0.06698819680030839,0.48920303610579136,,,0.3118363379083786,,0.1311052909537094,0.49489547768600717,0.48341635434543645,0.312686975285192
1102p,1102c,r56,Block 3,Trial 2,old,0.2604386908343582,0.3164797141720466,,,0.2245792452023922,,0.17923072824708172,0.28798977152907024,0.2998135446805235,0.18690896248325756
1102p,1102c,r56,Block 3,Trial 2,respiratory,0.1942950383200862,0.2562966455108582,,,0.21686393238776916,,0.1836122584596663,0.27179219552337636,0.2488701266011867,0.2894181420842902
1102p,1102c,r56,Block 3,Trial 2,slow_task_related,0.27320032185605864,0.3143766088736607,,,0.2173424179160303,,0.1841444164740826,0.28365643404021035,0.3397386344305213,0.16227646523563613
1102p,1102c,r56,Block 3,Trial 2,task_related,0.3396622527360958,0.2580302523266613,,,0.18688713611619756,,0.2012388656647868,0.2155743330766685,0.2934314704487486,0.113799330732308
1102p,1102c,r56,Block 3,Trial 3,all,0.2583883207567128,0.2799551931535221,0.2661832293253996,,,0.2603402742250011,0.2879608633068891,0.27550167706122153,0.27444071710559453,0.27171865209386653
1102p,1102c,r56,Block 3,Trial 3,cardiac,0.23791075334951067,0.2397767971641006,0.2098867331299241,,,0.24312807424345662,0.27254215126501624,0.27254468693439426,0.2731272813993822,0.25506037691576516
1102p,1102c,r56,Block 3,Trial 3,myogenic,0.1846256493803206,0.2994300690401117,0.30470673363135203,,,0.1852538403140769,0.23600199326587745,0.25581009837621477,0.20057441588162087,0.18523624553888018
1102p,1102c,r56,Block 3,Trial 3,neurogenic,0.05356083892003694,0.19923787300001208,0.28216935454113046,,,0.2160712965781379,0.1484583090402395,0.15198657213512076,0.07700052973974618,0.16600432302265775
1102p,1102c,r56,Block 3,Trial 3,old,0.17889898452227074,0.30632197896107827,0.29151894253413874,,,0.22352830793915268,0.2334600142919542,0.23855676305577672,0.2053280189410367,0.23104254254870285
1102p,1102c,r56,Block 3,Trial 3,respiratory,0.26304221185280924,0.2571098390047777,0.234924960184743,,,0.24360097224818042,0.2636827475393786,0.21050923858482676,0.27721085475280666,0.2829592907968588
1102p,1102c,r56,Block 3,Trial 3,slow_task_related,0.14550122343060393,0.2527640553184195,0.3332052780221467,,,0.17513626804221705,0.19578116963102005,0.24186611472757888,0.14713655908384762,0.15339659319205612
1102p,1102c,r56,Block 3,Trial 3,task_related,0.17513350367975677,0.2700154823552947,0.3496540974980973,,,0.16194295539684672,0.21103327320533602,0.27083418799530906,0.1697413207253258,0.1493331363592967
1102p,1102c,r56,Block 3,Trial 4,all,0.29071064749803227,0.2961232438183907,0.27637737079486685,0.2823470922637627,0.299136224241185,0.26806995714909065,0.29402986812395004,0.3417502610112951,0.26870827026259675,0.26475291697608366
1102p,1102c,r56,Block 3,Trial 4,cardiac,0.24895623746789416,0.27772629546209465,0.2516866956326406,0.22614123794101296,0.24883062970973047,0.25606819007815573,0.27031925717066063,0.2903118620257893,0.2672178027487958,0.2757897590587294
1102p,1102c,r56,Block 3,Trial 4,myogenic,0.28191549493734186,0.2716535672751292,0.28921853622718696,0.3093967998099736,0.41387485515835953,0.2821870269910904,0.290854608599903,0.39376835454090453,0.14086991215281916,0.1683615183385382
1102p,1102c,r56,Block 3,Trial 4,neurogenic,0.2255414908384636,0.2963461537906751,0.18308649414302547,0.2594144580134314,0.5513333117788644,0.045121888488802234,0.4411125293285632,0.5594627262990604,0.2438388997327693,0.23855283755751266
1102p,1102c,r56,Block 3,Trial 4,old,0.25862338553664904,0.2728258653776362,0.24799766149135213,0.2880318672514672,0.3890935395975872,0.2547381232981905,0.31702158212103143,0.39969310230249433,0.18177233166523607,0.19907760205220895
1102p,1102c,r56,Block 3,Trial 4,respiratory,0.2489821288698875,0.2699531989580314,0.22062912134253607,0.2404979319567504,0.20781543110047726,0.23804743768669076,0.20079624176904587,0.2633822202273412,0.2672383647595768,0.23094514133153615
1102p,1102c,r56,Block 3,Trial 4,slow_task_related,0.30214986015430717,0.29108507489595337,0.2751282573347274,0.2822068266440903,0.4485568363538315,0.18229996578835628,0.2791273611006842,0.4498208941143838,0.1565898019090218,0.17710667315584722
1102p,1102c,r56,Block 3,Trial 4,task_related,0.3268406495292066,0.28938943521540167,0.3047932118162829,0.28955278085562675,0.41543209645822315,0.22651230242605164,0.2269197275706873,0.4144834576263571,0.12846951796674733,0.15730264499696564
1104p,1104c,r56,Block 1,Trial 1,all,0.2774119593710947,0.2548108456867223,0.24387610008897828,,,0.31132579211522526,0.279337359156341,0.29015700517181164,0.3124043091417266,0.27265913309656764
1104p,1104c,r56,Block 1,Trial 1,cardiac,0.2525254783734452,0.21530949483620213,0.19173028405685144,,,0.2610456603065013,0.20903501159481505,0.231044470910227,0.2204943252119797,0.2541278345803847
1104p,1104c,r56,Block 1,Trial 1,myogenic,0.1852552345732164,0.19274695201290723,0.09738042026811336,,,0.21884750226131128,0.1677831735394339,0.24647737078889245,0.3073516966213414,0.14707773660885629
1104p,1104c,r56,Block 1,Trial 1,neurogenic,0.3390386078800056,0.09563635618336713,0.25379770534362023,,,0.33468877370382366,0.3664573169879787,0.11572776842637095,0.3538832464736005,0.19698203476441112
1104p,1104c,r56,Block 1,Trial 1,old,0.2117147298742026,0.17158308831406371,0.14161441282147835,,,0.2645417216006679,0.22246110995361987,0.23212309548533383,0.3132080723852236,0.16551877808325233
1104p,1104c,r56,Block 1,Trial 1,respiratory,0.18828873785807973,0.18451409431220653,0.20260254125691018,,,0.2517547894945307,0.2545860112698449,0.2401596828144123,0.2376521377177061,0.19873592364133183
1104p,1104c,r56,Block 1,Trial 1,slow_task_related,0.23069931406121244,0.17793940477082407,0.11736116047280547,,,0.2257079337186263,0.21085302731530833,0.19618312065735066,0.31963851463667975,0.14683805221777793
1104p,1104c,r56,Block 1,Trial 1,task_related,0.19578168419133932,0.20446558272935614,0.07338781888455666,,,0.1905835342567305,0.16070194360931206,0.2221137882039791,0.3086014769274009,0.13067670427975964
1104p,1104c,r56,Block 1,Trial 2,all,0.28924526268419776,0.25213383396395256,,,,0.292069211859241,0.29236080132638737,,0.26550094986075023,0.24982374136347602
1104p,1104c,r56,Block 1,Trial 2,cardiac,0.21782239009149357,0.20748386170278288,,,,0.2606212781385859,0.19030091441521424,,0.20066303701393198,0.188046375355055
1104p,1104c,r56,Block 1,Trial 2,myogenic,0.3242181282453803,0.14584517872998426,,,,0.2348331931847919,0.24170672523567788,,0.23475375233034812,0.20021867995791043
1104p,1104c,r56,Block 1,Trial 2,neurogenic,0.530818461785744,0.27123082890876754,,,,0.09455678887911761,0.5111977221360391,,0.14238761509818945,0.2984439350909163
1104p,1104c,r56,Block 1,Trial 2,old,0.33165611011325014,0.16596563160922756,,,,0.24224360962544697,0.3197005093413741,,0.254906818195492,0.2386227068168564
1104p,1104c,r56,Block 1,Trial 2,respiratory,0.18901185193604664,0.22557947992430002,,,,0.2767760798302083,0.27714606179778667,,0.23892958630850988,0.2241473492571242
1104p,1104c,r56,Block 1,Trial 2,slow_task_related,0.3850021770815779,0.17865703006272424,,,,0.17154995823966399,0.30128186052897893,,0.1825879281598944,0.21550231258274413
1104p,1104c,r56,Block 1,Trial 2,task_related,0.33800575612635014,0.14882060110130982,,,,0.19636476822667231,0.23362621961562294,,0.19554444285242553,0.1887703229835585
1104p,1104c,r56,Block 1,Trial 3,all,0.28618676629522566,0.2738600594050734,0.2907831160551092,,,0.29554127993838225,,0.29060967050177283,0.31255316863718935,0.3108934210380019
1104p,1104c,r56,Block 1,Trial 3,cardiac,0.29092842452973955,0.1947118685578118,0.1921740685282768,,,0.2312810743456102,,0.22352087845482022,0.2590384435310985,0.25981467634829847
1104p,1104c,r56,Block 1,Trial 3,myogenic,0.18176234742979447,0.29503334874340137,0.35919820658891183,,,0.20203247624287274,,0.21041290925497882,0.26050723213591626,0.28414303123789786
1104p,1104c,r56,Block 1,Trial 3,neurogenic,0.213640031702246,0.3521915822743037,0.3360870159989813,,,0.23233619320647156,,0.3480234944187797,0.2565845523358003,0.2732373981734822
1104p,1104c,r56,Block 1,Trial 3,old,0.19608702083677243,0.3075133394180964,0.3220141553733064,,,0.23471928257062274,,0.25280661889567213,0.2508042647197809,0.2722071423324953
1104p,1104c,r56,Block 1,Trial 3,respiratory,0.2028796434880831,0.1800393063115356,0.21335537465767418,,,0.21444410942228578,,0.19724837890035873,0.2177860230638962,0.20149873232525806
1104p,1104c,r56,Block 1,Trial 3,slow_task_related,0.18185364335513934,0.31086757498540063,0.38270156673358807,,,0.19509657431538424,,0.21893253040783,0.2593825984011567,0.2588302542602781
1104p,1104c,r56,Block 1,Trial 3,task_related,0.17160892692694546,0.2975488949350461,0.39772538285540837,,,0.18309428795094648,,0.1773266610875193,0.2602844054318762,0.25418684833698796
1104p,1104c,r56,Block 1,Trial 4,all,0.3150654704679608,0.26087620823871743,0.23274105404008466,,,,,0.30029585777607926,0.3073637631798042,0.2882111123403361
1104p,1104c,r56,Block 1,Trial 4,cardiac,0.25835119140457535,0.19675637795045528,0.19561858069642665,,,,,0.24693595516986203,0.23605934422795385,0.2519996696413528
1104p,1104c,r56,Block 1,Trial 4,myogenic,0.24934512912710782,0.17619455775673393,0.14108788920998513,,,,,0.22437318282913676,0.18333876677569244,0.17009332750147166
1104p,1104c,r56,Block 1,Trial 4,neurogenic,0.5876790080407345,0.36026803087610154,0.18071549162366002,,,,,0.40461654873722613,0.41328126617117156,0.10261122836949349
1104p,1104c,r56,Block 1,Trial 4,old,0.3065023695097532,0.1942140396901479,0.15283875382213138,,,,,0.25162804705351977,0.22415098235212289,0.15976433642627375
1104p,1104c,r56,Block 1,Trial 4,respiratory,0.2435526484522603,0.22137376582827253,0.17977134290781874,,,,,0.2185534492974108,0.2971969522810166,0.27235148200448384
1104p,1104c,r56,Block 1,Trial 4,slow_task_related,0.3430445720728892,0.24114515987550728,0.1609291539523765,,,,,0.25642078185597805,0.21837029111449224,0.1406743841629784
1104p,1104c,r56,Block 1,Trial 4,task_related,0.26419917454945946,0.20275199547485592,0.15455204006383869,,,,,0.20865745653011372,0.155550707889328,0.1529420955244648
1104p,1104c,r56,Block 2,Trial 1,all,0.2965589025505166,0.26782206429938804,0.31011947845842003,0.25766034632334384,,0.3178862908637065,0.29066556654359504,0.30603812599864566,0.28537796045711994,0.2962948080190723
1104p,1104c,r56,Block 2,Trial 1,cardiac,0.265481327899446,0.19676070506684887,0.19317703635884365,0.19568464119976942,,0.2508626476485442,0.22763212603035207,0.2242523215065489,0.2739500613383074,0.2557998431283879
1104p,1104c,r56,Block 2,Trial 1,myogenic,0.23037892420091685,0.24088160157094465,0.5081793597687823,0.19572848298121595,,0.2742740212782151,0.25867687764476854,0.2622527172505084,0.22098411057335318,0.30425933053863313
1104p,1104c,r56,Block 2,Trial 1,neurogenic,0.19288570633606114,0.17643064813534726,0.19380045651568722,0.16220992825517802,,0.14387115051886773,0.1855709457480385,0.3574547554435584,0.07916907935266206,0.17556047117398393
1104p,1104c,r56,Block 2,Trial 1,old,0.2434975264954886,0.23285416618665347,0.4097407197374999,0.18792906936201476,,0.27661995755531754,0.23768647964816036,0.27844606772608715,0.20699312972691175,0.26904905362207593
1104p,1104c,r56,Block 2,Trial 1,respiratory,0.2598236013030439,0.22647448621808738,0.21468847982206907,0.2352543257999629,,0.2965431347176618,0.24254557198807747,0.2667870505223113,0.20160520476178495,0.1978439421727007
1104p,1104c,r56,Block 2,Trial 1,slow_task_related,0.19722329054904922,0.22472273107567498,0.4521230348373602,0.18905955137198757,,0.2287987198758575,0.25209908804627146,0.28830331693326766,0.16758625822479392,0.25997605908477506
