-0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000
-0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000
0.0090334 -0.0164609 -0.0000092 -0.0000900 0.0000032 -0.0000785 0.0000017 -0.0000625 0.0000053 -0.0000679 0.0000097 -0.0000485 -0.0000006 -0.0000508 0.0000004 -0.0000481 0.0000018 -0.0000491 0.0000085 -0.0000643
0.0031498 -0.0073823 -0.0000075 -0.0001016 0.0000067 -0.0000811 0.0000349 -0.0000899 0.0000078 -0.0000704 0.0000173 -0.0000354 0.0000120 -0.0000527 0.0000019 -0.0000117 -0.0000005 -0.0000260 0.0000131 -0.0000524
0.0036589 -0.0141453 -0.0000118 -0.0000638 0.0000063 -0.0000464 0.0000492 -0.0000707 0.0000059 -0.0000523 0.0000141 0.0000060 0.0000212 -0.0000231 0.0000000 0.0000369 -0.0000005 0.0000237 0.0000046 -0.0000003
-0.0043038 -0.0088062 -0.0000104 -0.0000206 0.0000053 0.0000050 0.0000548 -0.0000563 0.0000030 -0.0000201 0.0000147 0.0000518 0.0000318 0.0000123 -0.0000049 0.0000883 0.0000023 0.0000923 -0.0000059 0.0000537
0.0009501 -0.0175359 -0.0000080 0.0000096 0.0000055 0.0000536 0.0000167 0.0000073 -0.0000032 0.0000109 0.0000310 0.0001339 0.0000366 0.0000591 -0.0000097 0.0001023 0.0000127 0.0001605 -0.0000259 0.0000129
0.0041046 -0.0127980 -0.0000209 -0.0000809 0.0000137 0.0000530 -0.0000254 -0.0000579 -0.0000313 -0.0001410 0.0000373 0.0001276 0.0000176 0.0000041 -0.0000132 0.0000096 0.0000285 0.0001410 -0.0000540 -0.0001388
-0.0039581 0.0087659 -0.0000506 -0.0002928 0.0000086 -0.0000276 -0.0000530 -0.0002987 -0.0000203 -0.0002430 0.0000197 -0.0000373 -0.0000065 -0.0001734 0.0000138 -0.0000995 0.0000025 -0.0000300 -0.0000419 -0.0001902
-0.0081873 0.0156451 -0.0000748 -0.0003902 -0.0000551 -0.0001799 -0.0000724 -0.0005042 0.0000651 -0.0000070 0.0000173 -0.0001152 -0.0000159 -0.0002721 0.0000581 -0.0000794 -0.0000596 -0.0002012 -0.0000111 -0.0001002
-0.0016861 0.0030803 -0.0001087 -0.0003942 -0.0001233 -0.0003282 -0.0000929 -0.0006396 0.0001137 0.0001618 0.0000349 -0.0000556 -0.0000222 -0.0002473 0.0000561 0.0000072 -0.0000811 -0.0001919 0.0000055 -0.0000225
0.0001400 0.0105574 -0.0001442 -0.0003706 -0.0002031 -0.0004807 -0.0001501 -0.0007761 0.0001736 0.0003972 0.0002286 0.0005593 0.0000531 0.0000239 0.0001618 0.0004647 -0.0001235 -0.0001935 0.0000314 0.0000991
